ensembl_gene_id	description
ENSOCUG00000005428	arachidonate 5-lipoxygenase 
ENSOCUG00000016051	stannin 
ENSOCUG00000000558	myosin IF 
ENSOCUG00000011500	tenascin C 
ENSOCUG00000009391	
ENSOCUG00000016994	thioredoxin domain containing 11 
ENSOCUG00000000477	RALY heterogeneous nuclear ribonucleoprotein 
ENSOCUG00000005131	nucleobindin 2 
ENSOCUG00000001470	
ENSOCUG00000011044	trafficking protein particle complex 3 
ENSOCUG00000021324	NDP, norrin cystine knot growth factor 
ENSOCUG00000010292	EF-hand domain containing 2 
ENSOCUG00000022277	
ENSOCUG00000006258	WD repeat domain 72 
ENSOCUG00000014543	charged multivesicular body protein 4B 
ENSOCUG00000002668	transmembrane protein 171 
ENSOCUG00000011042	collagen type VIII alpha 2 chain 
ENSOCUG00000012170	transmembrane protein 174 
ENSOCUG00000004364	spalt like transcription factor 1 
ENSOCUG00000024914	basic transcription factor 3 
ENSOCUG00000023470	
ENSOCUG00000023029	C-type lectin domain family 2 member L 
ENSOCUG00000008316	striatin interacting protein 2 
ENSOCUG00000026354	placental growth factor 
ENSOCUG00000015823	2'-5'-oligoadenylate synthetase 2 
ENSOCUG00000016700	
ENSOCUG00000024882	
ENSOCUG00000027904	
ENSOCUG00000003312	one cut homeobox 1 
ENSOCUG00000024028	zinc finger protein 341 
ENSOCUG00000011038	ADP-ribosylhydrolase like 2 
ENSOCUG00000013819	ribosomal protein S6 kinase like 1 
ENSOCUG00000022611	
ENSOCUG00000001546	TOX high mobility group box family member 3 
ENSOCUG00000007681	family with sequence similarity 214 member A 
ENSOCUG00000029753	FUN14 domain containing 1 
ENSOCUG00000009969	dual specificity phosphatase 21 
ENSOCUG00000017012	zinc finger CCCH-type containing 7A 
ENSOCUG00000029722	tektin 2 
ENSOCUG00000015606	dihydrolipoamide S-succinyltransferase 
ENSOCUG00000001186	zinc finger DHHC-type containing 8 
ENSOCUG00000016690	
ENSOCUG00000014741	lysine demethylase 6A 
ENSOCUG00000027340	deltex E3 ubiquitin ligase 1 
ENSOCUG00000000615	ankyrin repeat family A member 2 
ENSOCUG00000001016	chromodomain helicase DNA binding protein 9 
ENSOCUG00000015489	cAMP regulated phosphoprotein 19 
ENSOCUG00000017196	formation of mitochondrial complex V assembly factor 1 homolog 
ENSOCUG00000006729	G protein-coupled receptor kinase 3 
ENSOCUG00000005415	peroxisomal membrane protein 4 
ENSOCUG00000017182	ubinuclein 2 
ENSOCUG00000029474	
ENSOCUG00000026080	SAC1 suppressor of actin mutations 1-like (yeast) 
ENSOCUG00000029275	
ENSOCUG00000007669	myosin VA 
ENSOCUG00000016015	RAS protein activator like 1 
ENSOCUG00000014073	
ENSOCUG00000022698	RAN binding protein 1 
ENSOCUG00000006354	RB transcriptional corepressor like 2 
ENSOCUG00000000856	E2F transcription factor 1 
ENSOCUG00000014161	ATP binding cassette subfamily C member 8 
ENSOCUG00000022196	
ENSOCUG00000017896	tetratricopeptide repeat domain 26 
ENSOCUG00000000617	UTP15, small subunit processome component 
ENSOCUG00000021225	tRNA methyltransferase 2 homolog A 
ENSOCUG00000011749	adenosylhomocysteinase like 2 
ENSOCUG00000027798	
ENSOCUG00000027769	
ENSOCUG00000006255	argonaute 3, RISC catalytic component 
ENSOCUG00000027914	
ENSOCUG00000024290	
ENSOCUG00000021530	
ENSOCUG00000010739	sarcospan 
ENSOCUG00000021246	prospero homeobox 2 
ENSOCUG00000022445	
ENSOCUG00000027412	zinc finger protein 414 
ENSOCUG00000012865	glutamate ionotropic receptor delta type subunit 1 
ENSOCUG00000010737	Ras association domain family member 8 
ENSOCUG00000005459	chromosome segregation 1 like 
ENSOCUG00000008083	
ENSOCUG00000000555	PML-RARA regulated adaptor molecule 1 
ENSOCUG00000006725	lamin tail domain containing 1 
ENSOCUG00000001984	LIM domains containing 1 
ENSOCUG00000003612	DGCR8, microprocessor complex subunit 
ENSOCUG00000000850	N-terminal EF-hand calcium binding protein 3 
ENSOCUG00000012106	KRAS proto-oncogene, GTPase 
ENSOCUG00000009977	tumor necrosis factor superfamily member 8 
ENSOCUG00000017892	zinc finger CCCH-type containing, antiviral 1 
ENSOCUG00000000552	
ENSOCUG00000024523	
ENSOCUG00000000629	Rho guanine nucleotide exchange factor 28 
ENSOCUG00000023447	
ENSOCUG00000004751	ribosomal L1 domain containing 1 
ENSOCUG00000024922	
ENSOCUG00000016503	WAPL cohesin release factor 
ENSOCUG00000012099	electron transfer flavoprotein regulatory factor 1 
ENSOCUG00000015984	cancer susceptibility candidate 1 
ENSOCUG00000011701	tumor necrosis factor superfamily member 15 
ENSOCUG00000014120	
ENSOCUG00000004650	transmembrane protein 268 
ENSOCUG00000013176	smoothened, frizzled class receptor 
ENSOCUG00000021272	transport and golgi organization 2 homolog 
ENSOCUG00000009228	ectodermal-neural cortex 1 
ENSOCUG00000006734	myosin XVIIIB 
ENSOCUG00000005341	hexosaminidase subunit beta 
ENSOCUG00000014107	apoptosis resistant E3 ubiquitin protein ligase 1 
ENSOCUG00000026252	ATPase H+ transporting V1 subunit G1 
ENSOCUG00000014763	chromosome X open reading frame 36 
ENSOCUG00000004645	whirlin 
ENSOCUG00000017464	
ENSOCUG00000006299	armadillo repeat gene deleted in velocardiofacial syndrome 
ENSOCUG00000008932	DEAD-box helicase 54 
ENSOCUG00000004759	G1 to S phase transition 1 
ENSOCUG00000029134	
ENSOCUG00000021861	
ENSOCUG00000001964	leucyl-tRNA synthetase 2, mitochondrial 
ENSOCUG00000023405	
ENSOCUG00000000854	actin like 10 
ENSOCUG00000023007	SEC14 like lipid binding 5 
ENSOCUG00000004630	AT-hook transcription factor 
ENSOCUG00000000849	CBFA2/RUNX1 translocation partner 2 
ENSOCUG00000022444	
ENSOCUG00000013168	tetraspanin 33 
ENSOCUG00000015956	lymphoid restricted membrane protein 
ENSOCUG00000023690	
ENSOCUG00000023116	argonaute 1, RISC catalytic component 
ENSOCUG00000017574	opsin 4 
ENSOCUG00000027483	
ENSOCUG00000002885	AKT interacting protein 
ENSOCUG00000004625	Oryctolagus cuniculus orosomucoid 1 (ORM1), mRNA. 
ENSOCUG00000004224	carbohydrate sulfotransferase 7 
ENSOCUG00000006214	staufen double-stranded RNA binding protein 1 
ENSOCUG00000008321	membrane associated ring-CH-type finger 2 
ENSOCUG00000004230	solute carrier family 9 member A7 
ENSOCUG00000014077	latent transforming growth factor beta binding protein 2 
ENSOCUG00000006297	catechol-O-methyltransferase 
ENSOCUG00000010105	transportin 3 
ENSOCUG00000028208	RAB11B, member RAS oncogene family 
ENSOCUG00000010314	thioredoxin reductase 2 
ENSOCUG00000016603	angiopoietin like 4 
ENSOCUG00000012693	LIM domain binding 3 
ENSOCUG00000010929	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase 
ENSOCUG00000022772	RBPJ interacting and tubulin associated 1 
ENSOCUG00000003963	branched chain amino acid transaminase 1 
ENSOCUG00000016029	IQ motif containing D 
ENSOCUG00000011916	alpha-1-syntrophin  
ENSOCUG00000004590	collagen type XXVII alpha 1 chain 
ENSOCUG00000026440	
ENSOCUG00000001738	RPGRIP1 like 
ENSOCUG00000023629	two pore segment channel 1 
ENSOCUG00000006910	CUB domain containing protein 1 
ENSOCUG00000007649	myosin VC 
ENSOCUG00000011985	
ENSOCUG00000005647	retinitis pigmentosa 2 (X-linked recessive) 
ENSOCUG00000005349	G elongation factor mitochondrial 2 
ENSOCUG00000000939	exosome component 7 
ENSOCUG00000009525	KN motif and ankyrin repeat domains 3 
ENSOCUG00000010936	chromosome 16 open reading frame 89 
ENSOCUG00000027859	dual specificity phosphatase 18 
ENSOCUG00000012524	
ENSOCUG00000016925	bone morphogenetic protein receptor type 1A 
ENSOCUG00000004676	jade family PHD finger 3 
ENSOCUG00000016108	DEAD-box helicase 27 
ENSOCUG00000001741	FTO, alpha-ketoglutarate dependent dioxygenase 
ENSOCUG00000000937	zinc finger DHHC-type containing 3 
ENSOCUG00000021012	
ENSOCUG00000021484	ribosomal protein S28 
ENSOCUG00000017069	CDK5 regulatory subunit associated protein 1 
ENSOCUG00000008679	
ENSOCUG00000011893	G protein subunit beta 5 
ENSOCUG00000001561	TNF receptor superfamily member 17 
ENSOCUG00000009522	
ENSOCUG00000023725	regucalcin 
ENSOCUG00000004076	argonaute 4, RISC catalytic component 
ENSOCUG00000021067	
ENSOCUG00000006536	
ENSOCUG00000017079	sorting nexin 29 
ENSOCUG00000011479	SRY-box 5 
ENSOCUG00000000933	transmembrane protein 42 
ENSOCUG00000010101	interferon regulatory factor 5 
ENSOCUG00000000930	kinesin family member 15 
ENSOCUG00000016936	multimerin 2 
ENSOCUG00000025026	CD320 molecule 
ENSOCUG00000025815	glucocorticoid modulatory element binding protein 2 
ENSOCUG00000003688	calcineurin like phosphoesterase domain containing 1 
ENSOCUG00000029039	
ENSOCUG00000005369	ceramide synthase 4 
ENSOCUG00000006543	family with sequence similarity 169 member A 
ENSOCUG00000003240	iroquois homeobox 5 
ENSOCUG00000021148	
ENSOCUG00000013292	synuclein gamma 
ENSOCUG00000010326	chromosome 22 open reading frame 29 
ENSOCUG00000004079	iroquois homeobox 6 
ENSOCUG00000014976	ERCC excision repair 4, endonuclease catalytic subunit 
ENSOCUG00000027097	
ENSOCUG00000026037	
ENSOCUG00000003827	solute carrier family 8 member B1 
ENSOCUG00000014088	ethanolamine kinase 1 
ENSOCUG00000008371	NADH:ubiquinone oxidoreductase subunit B11 
ENSOCUG00000021397	
ENSOCUG00000023289	
ENSOCUG00000014466	T-box 1 
ENSOCUG00000021793	
ENSOCUG00000001271	zinc finger CCCH-type containing 18 
ENSOCUG00000006714	matrix metallopeptidase 2 
ENSOCUG00000026262	
ENSOCUG00000017565	kielin/chordin-like protein 
ENSOCUG00000000929	KIAA1143 
ENSOCUG00000029562	
ENSOCUG00000023284	
ENSOCUG00000001314	
ENSOCUG00000006454	RNA binding motif protein 10 
ENSOCUG00000003265	zinc finger and BTB domain containing 21 
ENSOCUG00000011889	BCL2 like 10 
ENSOCUG00000027570	
ENSOCUG00000009811	zinc finger NFX1-type containing 1 
ENSOCUG00000012189	mitogen-activated protein kinase 6 
ENSOCUG00000017387	claspin 
ENSOCUG00000014072	iron-sulfur cluster assembly 2 
ENSOCUG00000016943	
ENSOCUG00000029010	zinc finger protein 502 
ENSOCUG00000008210	C-C motif chemokine receptor 9 
ENSOCUG00000015510	C2 calcium dependent domain containing 2 
ENSOCUG00000004305	FYVE and coiled-coil domain containing 1 
ENSOCUG00000007851	phospholipase B domain containing 2 
ENSOCUG00000017163	C2 calcium dependent domain containing 5 
ENSOCUG00000012181	LEO1 homolog, Paf1/RNA polymerase II complex component 
ENSOCUG00000015855	MKL1/myocardin like 2 
ENSOCUG00000008518	
ENSOCUG00000014067	NPC intracellular cholesterol transporter 2 
ENSOCUG00000022479	
ENSOCUG00000025951	
ENSOCUG00000029142	
ENSOCUG00000023916	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1555 (ORYCUNV1R1555), mRNA. 
ENSOCUG00000026524	
ENSOCUG00000027225	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1558 (ORYCUNV1R1558), mRNA. 
ENSOCUG00000011511	fibrillin 3 
ENSOCUG00000021195	
ENSOCUG00000024174	Oryctolagus cuniculus potassium voltage-gated channel, Shab-related subfamily, member 1 (KCNB1), mRNA. 
ENSOCUG00000004317	C-X-C motif chemokine receptor 6 
ENSOCUG00000008501	aldo-keto reductase family 1 member E2 
ENSOCUG00000015989	synapse differentiation inducing 1 like 
ENSOCUG00000015614	
ENSOCUG00000004322	X-C motif chemokine receptor 1 
ENSOCUG00000022168	serine dehydratase 
ENSOCUG00000027081	vertebrae development associated 
ENSOCUG00000003658	C-C motif chemokine receptor 1 
ENSOCUG00000003484	ATP binding cassette subfamily D member 4 
ENSOCUG00000014136	
ENSOCUG00000004651	testis expressed metallothionein like protein 
ENSOCUG00000017051	BPI fold containing family B member 1 
ENSOCUG00000012987	
ENSOCUG00000011942	filamin C 
ENSOCUG00000007196	chromosome 1 open reading frame 127 
ENSOCUG00000025677	C-C motif chemokine receptor 3 
ENSOCUG00000022996	
ENSOCUG00000001757	troponin T3, fast skeletal type 
ENSOCUG00000000322	poly(A)-specific ribonuclease 
ENSOCUG00000001153	PR/SET domain 16 
ENSOCUG00000004390	family with sequence similarity 35 member A 
ENSOCUG00000012353	serine dehydratase like 
ENSOCUG00000003660	
ENSOCUG00000004393	
ENSOCUG00000013198	proteasome subunit beta 2 
ENSOCUG00000015109	
ENSOCUG00000013134	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 
ENSOCUG00000013646	eukaryotic translation initiation factor 1A, X-linked 
ENSOCUG00000006719	lysophosphatidylcholine acyltransferase 2 
ENSOCUG00000022066	
ENSOCUG00000005728	G protein regulated inducer of neurite outgrowth 2 
ENSOCUG00000009321	LIM homeobox 5 
ENSOCUG00000014188	
ENSOCUG00000003665	C-C chemokine receptor type 5  
ENSOCUG00000013190	transcription factor AP-2 epsilon 
ENSOCUG00000024866	myelin transcription factor 1 
ENSOCUG00000013129	cytidine monophosphate N-acetylneuraminic acid synthetase 
ENSOCUG00000017496	visual system homeobox 2 
ENSOCUG00000012981	tropomodulin 2 
ENSOCUG00000014189	annexin A8  
ENSOCUG00000009398	RNA binding motif protein 19 
ENSOCUG00000007538	BPI fold containing family A member 1 
ENSOCUG00000008376	ubiquitin like modifier activating enzyme 1 
ENSOCUG00000025598	LysM domain containing 2 
ENSOCUG00000017491	lin-52 DREAM MuvB core complex component 
ENSOCUG00000005925	bifunctional apoptosis regulator 
ENSOCUG00000013183	neurochondrin 
ENSOCUG00000023570	
ENSOCUG00000021929	C-C motif chemokine receptor like 2 
ENSOCUG00000017487	basal body orientation factor 1 
ENSOCUG00000027553	
ENSOCUG00000023796	lactotransferrin 
ENSOCUG00000009358	Zic family member 3 
ENSOCUG00000008023	ATP binding cassette subfamily C member 9 
ENSOCUG00000017236	leucine rich repeat containing 2 
ENSOCUG00000003584	thioredoxin 
ENSOCUG00000013172	KIAA0319 like 
ENSOCUG00000025494	secretogranin III 
ENSOCUG00000017310	solute carrier family 6 member 2 
ENSOCUG00000002028	
ENSOCUG00000000522	
ENSOCUG00000012879	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 
ENSOCUG00000012713	
ENSOCUG00000015717	BPI fold containing family A member 3 
ENSOCUG00000005240	coagulation factor IX  
ENSOCUG00000021224	
ENSOCUG00000025121	aldehyde dehydrogenase 6 family member A1 
ENSOCUG00000021093	protein phosphatase 2 regulatory subunit B'beta 
ENSOCUG00000012715	T-box 5 
ENSOCUG00000017141	acyl-CoA synthetase medium-chain family member 1 
ENSOCUG00000010555	
ENSOCUG00000004992	teratocarcinoma-derived growth factor 1 
ENSOCUG00000014883	BPI fold containing family B member 4 
ENSOCUG00000029724	
ENSOCUG00000012839	ALS2 C-terminal like 
ENSOCUG00000013149	zinc finger MYM-type containing 4 
ENSOCUG00000005933	
ENSOCUG00000014595	T-box 3 
ENSOCUG00000005948	Dmx like 2 
ENSOCUG00000022804	
ENSOCUG00000027534	MCF.2 cell line derived transforming sequence 
ENSOCUG00000006803	ectonucleoside triphosphate diphosphohydrolase 5 
ENSOCUG00000017525	mediator complex subunit 13 like 
ENSOCUG00000006815	BPI fold containing family B member 6 
ENSOCUG00000009056	protein disulfide isomerase like, testis expressed 
ENSOCUG00000009721	
ENSOCUG00000014253	membrane anchored junction protein 
ENSOCUG00000014263	basic leucine zipper ATF-like transcription factor 2 
ENSOCUG00000023477	ADP ribosylation factor like GTPase 2 
ENSOCUG00000007420	transmembrane inner ear 
ENSOCUG00000027554	BPI fold containing family B member 2 
ENSOCUG00000012855	
ENSOCUG00000022830	
ENSOCUG00000007323	sorting nexin 15 
ENSOCUG00000008182	coiled-coil domain containing 136 
ENSOCUG00000006205	otogelin 
ENSOCUG00000006737	liver carboxylesterase 1 precursor  
ENSOCUG00000021854	
ENSOCUG00000029402	
ENSOCUG00000005927	acyl-CoA synthetase medium-chain family member 5 
ENSOCUG00000025146	
ENSOCUG00000027001	
ENSOCUG00000006799	coenzyme Q6, monooxygenase 
ENSOCUG00000008173	opsin 1 (cone pigments), short-wave-sensitive 
ENSOCUG00000024476	
ENSOCUG00000011930	N-acetylated alpha-linked acidic dipeptidase like 1 
ENSOCUG00000007496	signal peptide peptidase like 3 
ENSOCUG00000023107	
ENSOCUG00000012472	
ENSOCUG00000026624	
ENSOCUG00000021680	
ENSOCUG00000013000	
ENSOCUG00000001877	splicing factor proline and glutamine rich 
ENSOCUG00000006860	gliomedin 
ENSOCUG00000006846	
ENSOCUG00000025807	
ENSOCUG00000006842	asteroid homolog 1 (Drosophila) 
ENSOCUG00000008167	calumenin 
ENSOCUG00000022223	Sad1 and UNC84 domain containing 5 
ENSOCUG00000008379	acyl-CoA dehydrogenase, C-2 to C-3 short chain 
ENSOCUG00000025371	
ENSOCUG00000012450	RNA polymerase III subunit A 
ENSOCUG00000000809	cell division cycle associated 5 
ENSOCUG00000010452	
ENSOCUG00000021839	ATPase secretory pathway Ca2+ transporting 1 
ENSOCUG00000026166	
ENSOCUG00000008394	cyclin dependent kinase 16 
ENSOCUG00000013087	ATPase phospholipid transporting 11C 
ENSOCUG00000029265	
ENSOCUG00000027707	
ENSOCUG00000012392	myosin light chain 3 
ENSOCUG00000026230	
ENSOCUG00000012303	cytochrome P450 family 19 subfamily A member 1 
ENSOCUG00000025515	
ENSOCUG00000027297	EF-hand calcium binding domain 8 
ENSOCUG00000026213	
ENSOCUG00000006106	uromodulin 
ENSOCUG00000027572	
ENSOCUG00000000811	zinc finger protein like 1 
ENSOCUG00000021183	
ENSOCUG00000006791	family with sequence similarity 161 member B 
ENSOCUG00000022452	
ENSOCUG00000008160	family with sequence similarity 71 member F1 
ENSOCUG00000002495	phosphoinositide-3-kinase regulatory subunit 4 
ENSOCUG00000002061	
ENSOCUG00000024265	microtubule associated protein RP/EB family member 1 
ENSOCUG00000022041	
ENSOCUG00000027754	
ENSOCUG00000006787	zinc finger protein 410 
ENSOCUG00000013274	
ENSOCUG00000008350	zinc finger MYM-type containing 1 
ENSOCUG00000024382	
ENSOCUG00000011823	hypoxia inducible lipid droplet associated 
ENSOCUG00000000813	transmembrane protein 262 
ENSOCUG00000025060	
ENSOCUG00000000816	VPS51, GARP complex subunit 
ENSOCUG00000003015	inosine monophosphate dehydrogenase 1 
ENSOCUG00000027709	
ENSOCUG00000024675	
ENSOCUG00000008374	unc-119 lipid binding chaperone B 
ENSOCUG00000029703	
ENSOCUG00000024532	
ENSOCUG00000006097	glycoprotein 2 
ENSOCUG00000016602	
ENSOCUG00000026469	
ENSOCUG00000008367	malectin 
ENSOCUG00000027486	G protein-coupled receptor 139 
ENSOCUG00000002646	
ENSOCUG00000001920	G protein-coupled receptor class C group 5 member B 
ENSOCUG00000012400	parathyroid hormone 1 receptor 
ENSOCUG00000017835	DNA methyltransferase 3 beta 
ENSOCUG00000013321	retinoic acid early transcript 1E 
ENSOCUG00000001916	
ENSOCUG00000006785	
ENSOCUG00000000502	LDL receptor related protein 11 
ENSOCUG00000023516	lysine rich nucleolar protein 1 
ENSOCUG00000026636	myosin-4  
ENSOCUG00000021405	myogenic differentiation 1 
ENSOCUG00000008358	
ENSOCUG00000023705	transmembrane 7 superfamily member 2 
ENSOCUG00000002486	
ENSOCUG00000000499	protein-L-isoaspartate (D-aspartate) O-methyltransferase 
ENSOCUG00000003601	
ENSOCUG00000002180	discs large MAGUK scaffold protein 5 
ENSOCUG00000008403	ubiquitin specific peptidase 11 
ENSOCUG00000025780	C-C motif chemokine ligand 25 
ENSOCUG00000003009	RNA binding motif protein 28 
ENSOCUG00000029466	transmembrane protein 35B 
ENSOCUG00000012229	DLG associated protein 3 
ENSOCUG00000022633	chromosome X open reading frame 66 
ENSOCUG00000025304	potassium voltage-gated channel subfamily C member 1 
ENSOCUG00000012140	
ENSOCUG00000016779	SRY-box 3 
ENSOCUG00000006537	POP5 homolog, ribonuclease P/MRP subunit 
ENSOCUG00000015871	ELAV like RNA binding protein 1 
ENSOCUG00000006744	carboxylesterase 5A 
ENSOCUG00000007290	ELM2 and Myb/SANT domain containing 1 
ENSOCUG00000025072	
ENSOCUG00000024586	nucleoporin 43 
ENSOCUG00000014880	ring finger protein 10 
ENSOCUG00000024673	
ENSOCUG00000023824	leucine zipper down-regulated in cancer 1 
ENSOCUG00000012295	TNF alpha induced protein 8 like 3 
ENSOCUG00000024910	zinc finger HIT-type containing 2 
